sn,artist,song,lyrics,mood
ML1758,'The Cure','Prayers For Rain','You shatter me your grip on me a hold on me so dull it kills     You stifle me infectious sense of hopelessness and prayers for rain     I suffocate  I breathe in dirt and nowhere shines but desolate          And drab the hours all spent on killing time again all waiting for the rain          You fracture me your hands on me a touch so plain so stale it kills     You strangle me entangle me in hopelessness and prayers for rain     I deteriorate I live in dirt and nowhere glows but drearily and tired               You fracture me your hands on me a touch so plain so stale it kills     You strangle me entangle me in hopelessness and prayers for rain          Prayers for rain',sad
ML1759,'Band Of Horses','The Funeral','I m coming up only to hold you under And coming up only to show you re wrong And to know you is hard  we wonder    To know you all wrong  we warn  Really too late to call So we wait for morning To wake you is all we got To know me as hardly golden Is to know me all wrong  they warn  At every occasion I ll be ready for the funeral At every occasion  once more  it s called the funeral At every occasion  oh  I m ready for the funeral At every occasion  oh  one billion day funeral  I m coming up only to show you re down for And coming up only to show you re wrong  To the outside  the dead leaves lay on the lawn For they don t have trees to hang upon  At every occasion I ll be ready for the funeral At every occasion  once more  it s called the funeral At every occasion  oh  I m ready for the funeral Every occasion  oh  one billion day funeral',sad
ML1760,Barcelona,Colors,'It s hard for me to say what I want from     You I have had 22 years of     Trying to form the words that somehow     Might mean I am feeling     So many colors in this distraction     Brown hair makes her lips more red     Words would not describe what I m seeing     I try to hold my tongue but it s useless     She makes my heart scream color     I know by now she should have found me out     And every sense I have s been exhausted     But color makes her smile     She s always waiting for me to speak     But all she hears is whitest noise     Though I may not communicate my heart     She knows the color I m screaming     She makes my heart scream color     I know by now she should have found me out     And every sense I have s been exhausted     But color makes her smile     I feel it coming  I feel it coming     I feel it coming  I feel it coming     I feel it coming  I feel it coming     I feel it coming on     Whoa  she makes my heart scream color     I know by now she should have found me out     And every sense I have s been exhausted     But color makes her smile  color makes her smile      Yeah  she makes my heart scream color     She should have found me out     And every sense I have s been exhausted     But color makes her smile',angry
ML1761,'Joan Sebastian','Oyeme Chatita','Oyeme chatita  oyeme chatita     Tengo que decirte algo     Yo creo que en lo hermoso de nuestro carin o     Ya metio la cola el diablo     Unos ojos negros  labios dulceamargos     Que yo nunca habia besado     Me traen echo bolas  suspirando a solas     Yo creo que me han enbrujado     Y fue sin planearlo y fue sin malicia     Como flor de espinas surgio esta caricia     Perdon chatita querida     Perdon por causarte heridas     Oyeme chatita  oyeme chatita     Decir la verdad es triste     Pero pal  canario de nuesto carin o     Yo creo que ya no hay alpiste     Oyeme chatita  oyeme chatita     La vida tiene sus cosas     Yo te traje penas  yo te traje espinas     Alguien te traera las rosas     Sera sin planearlo y sera sin malicia     Como flor divina vendra otra caricia     Perdon chatita querida     Perdon por causarte herida',sad
ML1762,'Vicente Fernandez','Si Te Vas No Hay Lio','No me digas nada Quedate callada Dices que te vas y te vas y tevas Y aqui estas sentada Ya me tienes arto Con tantas palabras No hay necesidad que me cantes lo mismo cada ma ana Cuando quieras irte tu pones la fecha pa  despedirte Yo no tengo pelos para decirte que espero que nunca regreses ya Si te vas no hay lio Hay otra que quiere quitarme el frio Tu ve por tu lado yo por el mio y asi me dejas vivir en paz Que no te he querido Que no he has amado Eso ya no importa tu cumple con irte y todo arreglado No tengas pendiente   yo nunca he llorado Pues gracias a dios en asuntos de amor soy afortunado Cuando quieras irte tu pones la fecha pa  despedirte Yo no tengo pelos para decirte que espero que nunca regreses ya Si te vas no hay lio hay otra que quiere quitarme el frio Tu ve por tu lado yo por el mio y asi me dejas vivir en paz Si te vas no hay lio',sad
ML1763,'The Mamas   The Papas','Words Of Love','Words of love  so soft and tender Won t win a girl s heart anymore If you love her then you must send her Somewhere where she s never been before Worn out phrases and longin  gazes Won t get you where you want to go  no Words of love  soft and tender Won t win her  You oughta know by now You oughta know  you oughta know by now  Words of love  soft and tender  Won t win her anymore  You oughta know by now You oughta know  you oughta know by now  Words of love  soft and tender Won t win a girl s heart anymore If you love her then you must send her Somewhere where she s never been before Worn out phrases and longin  gazes Won t get you where you want to go  Words of love  soft and tender Won t win her anymore  anymore',happy
ML1764,'Armored Saint','Reign Of Fire','Fantasize exploding hands     Archaic science     Master plan     Hear the war cry     Watch the crow fly     When your body s set     It never fails     Then you hear the tale of tales     Bound and gagged     You re in a reign of fire     Spells and magic     In the reign of fire     Complacency with all     A strong need to bathe in gall     Hear the war cry     Watch the crow fly     When your body s set     It never fails     Then you hear the tale of tales     Bound and gagged     You re in the reign of fire     Spells and magic     In the reign of fire     Feel the hexes     In the reign of fire     Find what sex is     In the reign of fire     I sold my soul     To give to you     I sold my soul     Let me pull you through     Never fails     It never fails     Feel the hexes     In the reign of fire     Find what sex is     In the reign of fire',angry
ML1765,'Billie Holiday','Am I Blue ','It was a morning  long before dawn     Without a warning I found he was gone     How could he do it     Why should he do it     He never done it before     Am I blue     Am I blue     Ain t these tears  in these eyes telling you     How can you ask me  am I blue      Why  wouldn t you be too     If each plan     With your man     Done fell through     There was a time     When I was his only one     But now I m     The sad and lonely one   lonely     Was I gay     Untill today     Now he s gone  and we re through     Am I blue',sad
ML1766,'Solomon Burke','None Of Us Are Free','One  two  three     Well you better listen my sister s and brothers      Cause if you do you can hear     There are voices still calling across the years     And they re all crying across the ocean     And they re cryin across the land     And they will till we all come to understand     None of us are free     None of us are free     None of us are free  if one of us are chained     None of us are free     And there are people still in darkness     And they just can t see the light     If you don t say it s wrong then that says it right     We got try to feel for each other  let our brother s know that we care     Got to get the message  send it out loud and clear     None of us are free     None of us are free     None of us are free  if one of us are chained     None of us are free     It s a simple truth we all need  just to hear and to see     None of us are free  if one of us is chained     None of us are free     Now I swear your salvation isn t too hard too find     None of us can find it on our own   On our own      We ve got to join together in sprirt  heart and mind     So that every soul who s suffering will know they re not alone     Oh  none of us are free     None of us are free  yo     None of us are free  if one of us are chained     None of us are free     If you just look around you     Your gonna see what I say     Cause the world is getting smaller each passing day   Passing day      Now it s time to start making changes     And it s time for us all to realize     That the truth is shining real bright right before our eyes   Before our eyes      None of us are free     None of us are free     None of us are free  if one of us is chained     None of us are free     Oh  none of us are free     None  none  none of us  None of us are free      Oh  none one of us      None of us are free  if one of us is chained  Well  well     Well  once again      None of us are free  None of us are free      None of us are free  None of us are free      None of us are free  if one of us is chained  One of us  none of us  one of us      None of us are free  Lord  have mercy      None of us are free  Oh  let me save you      None of us are free  if one of us is chained      If one of us is chained  none of us are free     Well  I gotta tell about it      None of us are free  Oh  ma ma ma      None of us are free  Ma ma Lord     None of us are free  if one of us is chained     None of us are free     None of us  none of us  none of us are free     None of us are free     None of us are free  if one of us is chained     None of us are free     None of us are free     None of us are free  no     None of us are free   if one of us is chained   oh  Lord      None of us are free  oh  Lord     None of us are free      None of us are free      None of us are free  if one of us is chained     None of us are free',relaxed
ML1767,'The Little Willies','Night Life','When the evenin  sun goes down     You will find me hangin   round     The nightlife ain t no good life     But it s my life     Many people just like me     Dreaming of old used to bes     The nightlife ain t no good life     But it s my life     Listen to the blues they re playing     Ohhh listen to what the blues are saying     Ohhh mine is just another scene     From the world of broken dreams     You know the nightlife ain t no good life     But it s my life     Ohhh when the evenin  sun goes down     You would find me hangin   round     Oh the nightlife     Ain t no good life     But it s my life     Many people just like me     Dreaming of old used to bes     You know the nightlife ain t no good life     But it s my life     Ohhhh the nightlife     Ain t no good life     But it s my life',happy
ML1768,'Madeleine Peyroux','Careless Love','  Bessie Smith       Love  oh love  oh careless love     You ve fly though my head like wine     You ve wrecked the life     Of many a poor girl     And you nearly spoiled this life of mine     Love  oh love  oh careless love     In your clutches of desire     You ve made me break a many true vow     Then you set my very soul on fire     Love  oh love  oh careless love     All my happiness bereft     Cause you ve filled my heart with weary old blues     Now I m walkin  talkin  to myself     Love  oh love  oh careless love     Trusted you now it s too late     You ve made me throw my old friend down     That s why I sing this song of hate     Love  oh love  oh careless love     Night and day I weep and moan     You brought the wrong man into this life of mine     For mysins till judgement I ll atone',happy
ML1769,'Ella Fitzgerald','Solitude ','In my solitude you haunt me With reveries of days gone by In my solitude you taunt me With memories that never die I sit in my chair Filled with despair Nobody could be so sad With gloom ev rywhere I sit and I stare I know that I ll soon go mad In my solitude I m praying Dear Lord above Send back my love I sit in my chair I m filled with despair There s no one could be so sad With gloom ev rywhere I sit and I stare I know that I ll soon go mad In my solitude I m praying Dear Lord above Send back my love',sad
ML1770,Heart,'How Can I Refuse','Wake me up with laughter     Wrap me in your arms     This ain t no morning after     Never been so warm     It didn t take so long     For us to feel this way     Can a good thing last     Longer than a day      Where do we take it now     Now that we caught fire      Will something greater grow     Out of this desire      Should I drop my guard     At the risk of being used      But the way you do those things to me     How can I refuse      I could get addicted     To your energy     The way you take me over     Pulling on me     Our hearts beat together     Our timing is the same     Can I trust my feelings     Save myself the pain      Where do we take it now     Now that we caught fire      Will something greater grow     Out of this desire      Should I drop my guard     At the risk of being used      But the way you do those things to me     How can I refuse      We could share they mystery     Spare ourselves the misery     Discover it again every day     We could take love all the way     Where do we take it now     Now that we caught fire      Will something greater grow     Out of this desire      Should I drop my guard     At the risk of being used      But the way you do those things to me     How can I refuse ',angry
ML1771,'Cat Stevens','Sad Lisa','She hangs her head and cries on my shirt     She must be hurt very badly     Tell me whats making you sad  Li      Open your door  dont hide in the dark     Youre lost in the dark  you can trust me     cause you know thats how it must be     Lisa lisa  sad lisa lisa     Her eyes like windows  tricklin rain     Upon her pain getting deeper     Though my love wants to relieve her     She walks alone from wall to wall     Lost in a hall  she cant hear me     Though I know she likes to be near me     Lisa lisa  sad lisa lisa     She sits in a corner by the door     There must be more I can tell her     If she really wants me to help her     Ill do what I can to show her the way     And maybe one day I will free her     Though I know no one can see her     Lisa lisa  sad lisa lisa',sad
ML1772,Rush,'Cold Fire','It was long after midnight     When we got to unconditional love     She said   Sure  my heart is boundless     But don t push my limits too far      I said   If love was so transcendent     I don t understand these boundaries      She said   Just don t disappoint me     You know how complex women are           I ll be around     If you don t let me down too far     I ll be around     If you don t let me down          It was just before sunrise     When we started on traditional roles     She said   Sure  I ll be your partner     But don t make too many demands      I said   If love has these conditions     I don t understand those songs you love      She said   This is not a love song     This isn t fantasyland           Don t go too far     A phosphorescent wave on a tropical sea is a cold fire     Don t cross the line     The pattern of moonlight on the bedroom floor is a cold fire     Don t let me down     The flame at the heart of a pawnbroker s diamond is a cold fire     Don t break the spell     The look in your eyes as you head for the door is a cold fire          I ll be around     If you don t push me down too far     I ll be around     If you don t push me down          Love is blind if you are gentle     Love can turn to a long  cold burn   ',angry
ML1773,'The Mighty Mighty Bosstones','So Sad To Say','I ll let you in on how I m feeling     You ve got alot of nerve     You ll get what you deserve     Granted this feeling s unappealing     I m bitter I ll admit     Now I ve gotta deal with it     Just one more thing  ok     It s all so sad to say     It s so sad to say     What we had has gone away     You could say it s sad     Think of what we could have had     I ll let you out without resistance     Parting this way is not the way we ever thought      In fact  I always thought we d go the distance     But we went nowhere quick  so sad it makes me sick     Just one more thing  ok     It s all so sad to say     It s so sad to say     What we had has gone away     You could say it s sad     Think of what we could have had     My anomosity has got the best of me     It s been feeding off a sadness deep inside me that ll fade I pray     And in time what will I know     It s so far  it s fading slow     Just one more thing  ok     It s all so sad to say     It s so sad to say     What we had has gone away     You could say it s sad     Think of what we could have had     So sad to say      So sad to say ',sad
ML1774,Wire,'Feeling Called Love','What is this feeling called love      What is this crazy thing I can t explain anyhow      What is this feeling called love      What is this crazy scene I can t work out anyhow      Maybe I should try it now     Or maybe I should be shy of it now     Cos there s nothing you know that can explain it     And there s nothing you know that s worth the pain of it     What is this feeling called love      What is this thing I can t work out no how      What is this feeling called love      What is this thing I don t understand no how      Gimme love',happy
ML1775,'Lykke Li','My Love','I miss you man     Where have you gone      I miss you much     I miss you long     So many men     Where did you go      Over seas  under chairs     Oh lover boy     You re hiding out     Oh could it be     I passed you by a thousand times before     Not knowing who you were     My love will come  my love will come     My love     For you i wait  for you i wait     My love     My love it burns  my love it burns     My love     My love will come  my love will come     My love     Solitude     I m doing fine     I dance alone     With my head high     Oh solitude it s so sublime     To swing alone     The choice is mine     To wait while others play     To let my lover wait     My love will come  my love will come     My love     For you i sing  for you i sing     My love     My love it burns  my love it burns     My love     My love will come  my love will come     My love     My love will come  my love will come     My love     For you i sing  for you i sing     My love     My love it burns  my love it burns     My love     My love will come  my love will come     My love     My love will come  my love will come     My love     My love will come  my love will come     My love     My love will come  my love will come     My love     My love will come  my love will come     My love     My love will come  my love will come     My love     My love will come  my love will come     My love',happy
ML1776,'The Beatles','Her Majesty','Her Majesty s a pretty nice girl     But she doesn t have a lot to say     Her Majesty s a pretty nice girl     But she changes from day to day     I want to tell her that I love her a lot     But I gotta get a bellyful of wine     Her Majesty s a pretty nice girl     Someday I m going to make her mine  oh yeah     Someday I m going to make her mine',relaxed
ML1777,'Jose Feliciano','La Copa Rota','Aturdido y abrumado  por la duda de los celos se ve triste en la cantina a un bohemio ya sin fe  con los nervios destrozados y llorando sin remedio  como un loco atormentado por la ingrata que se fue   Se ve siempre acompa ado del mejor de los amigos que le acompa a y le dice  ya esta bueno de licor  nada remedia con llanto  nada remedia con vino  al contrario la recuerda mucho mas tu coraz n   Una noche como un loco mordio la copa de vino y de su cortante filo que su boca destroso y la sangre que brotaba  confundiose con el vino  y en la cantina este grito a todos estermeci   No te apures compa ero si me destrozo la boca  no se apure que es que quiero con el filo de esta copa borrar la huella de un beso  traicionero que me dio  Mozo    sirvame la copa rota  sirvame que me destroza esta fiebre de obsecion Mozo    sirvame la copa rota  quiero sangrar gota a gota el veneno de su amor  Mozo    sirvame la copa rota  sirvame que me destroza esta fiebre de obsecion Mozo    sirvame la copa rota  quiero sangrar gota a gota  ja ja ja  el veneno de su amor ',sad
ML1778,'The Beach Boys','Surfer Girl','Little surfer  little one     Made my heart come all undone          Do you love me  do you surfer girl      Surfer girl  my little surfer girl          I have watched you on the shore     Standing by the ocean s roar               We could ride the surf together     While our love would grow     In my woody  I would take you     Everywhere I go     So I say from me to you     I will make your dreams come true               Girl  surfer girl  my little surfer girl',relaxed
ML1779,'Billie Holiday','I Hear Music','I hear music     Mighty fine music     The murmur of a morning breeze up there     The rattle of the milkman on the stair     Sure that s music     Mighty fine music     The singing of a sparrow in the sky     The perking of the coffee right near by     That s my favorite melody     You my angel  phoning me     I hear music     Mighty fine music     And anytime I think my world is wrong     I get me out of bed and sing this song',relaxed
ML1780,'Aretha Franklin','Baby I Love You','If you want my loving     If you really do     Don t be afraid baby     Just ask me     You know I m gonna give it to you     Oh and I do declare     I want to see you with it     Stretch out your arms little boy     You re gonna get it     Cause I love you          Ain t no doubt about it     Baby I love you     I love you  I love you     I love you  baby I love you          If you feel you want to kiss me     Go right ahead I don t mind     All you got to do is     Snap your fingers and I ll come running     I ain t lying  I ain t lying     I heard you once little boy     You know you got it     I d deny my own self     Before I see you without it     I love you               Someday you might want to run away     And leave me sitting here crying     But if it s all the same to you baby     I m going to stop you from saying goodbye     Baby I love you     Baby I need you     Said I want you     Got to have you baby     Don t let your neighbors     Tell you I don t want you',happy
ML1781,'Kool   The Gang',Victory,'People get ready     It s time to show what you got     Players take your places     There s only one way to the top     You must feel the victory     Release that energy     And ride like the wind     With fire in your eyes     Shake those butterflies     And do the best you can     Victory  sweet  victory     Let the party begin     Victory  sweet  victory     Let s do it again     You are the best     You seem to stand out from the rest     Ooh  your intentions     To be more than a honorable mention     You must feel the victory     Release that energy     And ride like the wind     With fire in your eyes     Shake those butterflies     Go ahead     And go for the win now     Victory  victory     Let the party begin     Victory  victory     Everybody can win      Cause it s the same way in life      Same way in life      Inside the tunnel see the light      See the light      The perfect balance and you must     Find it s the same way in life     Victory  victory  victory     Victory  sweet  ooh      Victory  sweet      Victory  sweet  ooh      Can you feel it      Victory  sweet      So sweet  so sweet     There s only one way to the top     If you really want it     You can never stop pushin      For the victory go ahead     Players take your places     Go ahead     Feel that victory     Release that energy     So sweet to the top     Go ahead  go ahead     Players take your places to the top',happy
ML1782,'Willie Nelson   Wynton Marsalis','Night Life','When the evenin  sun goes down     You gonna find me hangin   round     The night life ain t no good life     But it s my life     Many people just like me     Dreamin  of what used to be s     Oh  the night life  it ain t no good life     But it s my life     Listen to the blues they re playin      Listen what the blues are sayin      Mine is just another scene     From the world of broken dreams     The night life ain t no good life     But it s my life     Listen to the blues they re playin      Listen what the blues are sayin      Mine is just another scene     From the world of broken dreams     And The night life ain t no good life     But it s my life     The night life it ain t no good life     But it s my life',happy
ML1783,'J Dilla','Two Can Win','Only one can win     Ooh only          Only one can win     Only one can win     Ooh only          Can win  only one can win your love     Ohoo     Only one can win your love and you must choose between the two     Only one can win your love and you must choose between the two     Woooh     Only one can win your love and you must choose between the two     Only one can win your love that is eating through and through',happy
ML1784,'George Harrison',You,' one  two     One  two  three  four           I  I love  love     And I  and I love you     Oh you  you  yeah you     And you  you  love  love     And you  yes you  you love me     Yeah you  you  yeah you          And when I m holding you     What a feeling     Seems so good to be true     That I m telling you all     That I must be dreaming                         Oh  you know that I love you  oh oh oh     Oh  you know that I love you  I love you  I  I said I love you',happy
ML1785,Kem,'When I m Loving You','You take a fine tooth comb and get to the heart of me You re like my favorite song and I follow the melody On a clear  blue night up on the mountain side Like morning rain under the northern sky  A dream come true when I m loving you Hey  yeah  yeah  yeah  hey  girl  yeah  Your love is Santa Claus and it s Christmas time It s like a fantasy  I m on a carpet ride Over the rainbow up to the water s edge It s like a fairytale living inside my head  And I feel so fine when I m loving you Hey girl  baby  Forever faithful girl like childhood friends So soft and warm  I hope it never ends And I m thankful  girl  for all the joy you bring Like we be making love up on an angel s wings  It s like paradise when I m loving you whoo whoo whoo Hey girl  yeah  Hey girl  baby It s like paradise when I m loving you Baby  baby  yeah  when I m loving you  Hey  hey girl  when I m loving you I m loving  I m  I m loving you  babe I m just loving you  baby When I m loving you  girl I m loving  I m loving  just loving When I m',relaxed
ML1786,'Natalie Merchant','Crying  My Little One','Are you crying  my little one Footsore and weary I must tramp on through the winter night dreary Fall asleep  pretty baby  warm on my shoulder  While the snow falls upon me colder and colder  You are my dearest one  I have not another Sleep warm and soft in the arms of your mother  Sleep soft  my darling  my trouble and treasure Dream of pretty things  dream of your pleasure',relaxed
ML1787,'All 4 One','So Much In Love','As we stroll along together     Holding hands walking all along     So in love are we two     That we don t know what to do     So in love  so in love      In a world of our own  so in love           And as we walk by the sea together     Under stars twinkling high above     So in love are we two     No one else but me and you     So in love  so in love      In a world of our own  so in love      So in love are you and I  so in love           We stroll along together     And I tell you  I need you oh so much     And I love  I love you my darling     Can you tell it in my touch          As we walk down the aisle together     We will vow to be together  til we die     So in love are we two     Just can t wait to say   I do      So in love are you and I  so in love      So in love are you and I  so in love           So in love     So in love     So in love     So in love          And as we stroll along together',happy
ML1788,'Lacy J  Dalton','Takin  It Easy','I wanna go where the warm winds blow me     I just wanna ease my mind     I wanna run through the sand and the sun     Leavin  it all behind     Watch that ol  moon risin  on the horizon     Turnin  from gold to blue     It s just makin  it easy for takin  it easy with you     Somewhere far away those night birds call my name     I can hear them singing love songs just for me and you     For a million summer nights this dream has been the same     It s just you and me and the stars and the sand and the sea     I wanna go where the warm winds blow me     I just wanna ease my mind     I wanna run through the sand and the sun     Leavin  it all behind     Watch that ol  moon risin  on the horizon     Turnin  from gold to blue     Ooh it s just makin  it easy for takin  it easy with you     Every time I look into your emerald eyes     I just want to take you far away      Cause I know you deserve to live in paradise     And babe you know I ll get you there someday      Cause I wanna go where the warm winds blow me     I just wanna ease my mind     I wanna run through the sand and the sun     Leavin  it all behind     Watch that ol  moon risin  on the horizon     Turnin  from gold to blue     It s just makin  it easy for takin  it easy with you     I wanna go where the warm winds blow me     I just wanna ease my mind     I wanna run through the sand and the sun     Leavin  it all behind',relaxed
ML1789,'Beach House',Gila,'Man  you got a lot of jokes to tell     So you throw your baby s pennies down the well     Give a little more than you like     Pick apart the past  you re not going back          Don t you waste your time     No  oh  oh     Oh  oh  oh  oh  oh  oh  oh  oh     Oh  oh  oh  oh  oh  oh  oh          Gila a     Gila a a a a     Gila a a a          Sure  you ve got a handle on the past     It s why you keep your little lovers in your lap     Give a little more than you like     Pick apart the past  you re not going back          Don t you waste your time     No  oh  oh     Oh  oh  oh  oh  oh  oh  oh  oh     Oh  oh  oh  oh  oh  oh  oh          Gila a     Gila a a a a     Gila a a a          Hoping for the last ship to arrive     I am blessed with a kingdom  half mine          Gila a     Gila a a a a     Gila a     Gila a a a a     Gila a a a a     Gila a a a a',sad
ML1790,'Jenny And Johnny','While Men Are Dreaming','I left while you were sleeping     While Abraham shaped your sigh     Never loved you less  never loved you more     As when Sirius hung in the sky     A memory is a memory     And a dream is a liar     Was I a man dreaming I was a lamb     Or am I sleeping in clover tonight      While men are dreaming     They know it not a dream     Upon wakin  we re fools again     What if we re sleeping      A memory is a memory     And a dream is a liar     Was I a woman to never see you again      Or am I dreaming asleep by your side ',relaxed
ML1791,Royksopp,'It s What I Want','All that I want  is keeping it easy  All that I want  is keeping it easy   It s what I want  That s easy  It s getting it That s complicated   It s what I want  That s easy  It s getting it That s complicated  All that I want  is keeping it easy  All that I want  is keeping it easy   It s what I want  That s easy  It s getting it That s complicated  It s what I want  That s easy  It s getting it That s complicated  It s what I want  That s easy  It s getting it That s complicated  It s what I want  That s easy  It s getting it That s complicated  All that I want  is keeping it easy  All that I want  is keeping it easy',relaxed
ML1792,'OK Go','All Is Not Lost','It s coming down  babe     Could be as bad as they talked about     It s coming down  babe     Could be before we can make it out          But when they say that all is lost     All is not lost  all is not lost     But when they say that all is lost     All is not lost  no  all is not lost at all          And they could be right about it     And they could be right in some crazy way     Cause if they yell fire  well  that s what we get     Yeah  they yell fire and that s what we get          So  yeah  it s coming babe     Probably as bad as they talked about     But just remember when the tide rolls in     It can t be too long before it rolls back out          And when they say that all is lost     All is not lost  all is not lost     And when they say that all is lost     All is not lost  no  all is not lost at all          And if they burn     If they burn this place down to the ground     What does it matter      What does it matter           Cause when they say that all is lost     All is not lost  all is not lost     And when they say that all is lost     All is not lost  no  all is not lost  not lost at all           No  all is not lost at all  No  all is not lost at all      No  all is not lost at all  No  all is not lost  not lost at all',angry
ML1793,'Rogue Wave','Endless Shovel','These metal heads     The market research     They re so fond of that     Those beady eyes     The velvet tea cups     The arms on the maps     I ll never know just what i m doing     I ll never know what is it     I never know what is wrong with you  you know     It feels so bad     The foreign films     The skin and matter     The thoughts on the shelf     The level head     The endless shovel     The fat on the lap     I feel so bad     Yet it seems so right     You point out every mistake and complain every night     I ll never know just what I m screwing     I ll never know what is it     I never know what is wrong with you  you know     It feels so bad',sad
ML1794,'Daft Punk','Steam Machine','Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam machine     Steam     Steam     Steam     Steam     Steam     Steam     Steam machine     Steam machine',sad
ML1795,'Clap Your Hands Say Yeah','Is This Love ','You re so much different than me this I know oh oh     And I m my only enemy  pain is all that I can see whoa oh oh oh     I see you re climbing a tree and I know oh oh     That it s easier to be up high in the air than on the ground          Is it love      Yes  it s love     No  it s love     Must be love     This is love     Yes  it s love     No  it s love     Must be love     And it s love     Guess it s love     This is love     Must be love     It is love     Yes  it s love     No  it s love     Must be love     Guess it s love     No  it s love     This is love     Must be love     It is love no there s no doubt          You say you can t say anymore  you ve already said it before     In a million different ways which were all not quite right     The rain is loud on the ground yes I know oh oh     And I don t even make a sound when I come around oh whoa oh oh oh oh     And you say I d be better off dead well I know     But there s no use hiding this pretty head in the ground          And it s love     Yes  it s love     No  it s love     Must be love     This is love     Yes  it s love     No  it s love     Must be love     You think love     Yes  it s love     No  it s love     Must be love     And it s love     Is it love      Yes it s love     No  it s love baby     Love is it love      This is love     Must be love     It is love no there s no doubt          We can do the Zarathustra  we can do the broken fist     We can tear down all the borders or abbreviate the list     And when finally the finish line emerges from the mist     We ll sound a soft alarm',happy
ML1796,'The Clash','Hate And War','Hate and war The only things we got today  And if I close my eyes It will not go away You have to deal with it It is the currency  Hate  hate  hate  hate  hate  hate  The hate of a nation A million miles from home I got war from the junkies Who don t like my form  I m gonna stay in the city Even when a house fall down I don t dream of a holiday When hate and war come around  Hate and war The only thing we got today Hate and war The only thing  I have no will to survive I cheat if I can t win If someone locks me out I kick my way back in  And if I get aggression I give  em two time back Every day it s just the same With hate an  war on my back  Hate and war  I hate English men Hate and war  just as bad as wops Hate and war  I hate all the p liteness Hate and war  I hate all the cops  Hate and war  I wanna walk down any street Hate and war  dressed like a creep Hate and war  I don t care if I get beat up Hate and war  by any woggin  Greek',angry
ML1797,Bauhaus,'The Passion Of Lovers','She had nut painted arms     That were hers to keep     And in her fear     She sought cracked pleasures     The passion of lovers is for death said she     Licked her lips     And turned to feather     And as I watched from underneath     I came aware of all that she keep     The little foxes so safe and sound     They were not dead     They d gone to ground     The passion of lovers is for death  said she     The passion of lovers is for death     She breaks her heart     Just a little too much     And her jokes attract the lucky bad type     As she dips and wails     And slips her banshee smile     She gets the better of the bigger to the letter     The passion of lovers is for death  said she',angry
ML1798,'Huey Lewis And The News','Respect Yourself','If you disrespect everybody     That you run into     How in the world do you think     Anybody s supposed to respect you      If you don t give a heck     About the man with the Bible in his hand     Just get out the way     And let the gentleman do his thing     You re the kind of      Want everything your way     Take the sheet off your face  boy     It s a brand new day     Respect yourself  respect yourself     If you don t respect yourself     Ain t nobody gonna give a good cahoot     Respect yourself  respect yourself     If you re walking  round thinkin      That the world owes you something      Cause you re      You goin  out the world backwards     Like your day when you first come here     You keep on talking  bout the President     You won t stop at pollution  no     Put your hand on your mouth when you cough     That ll help the solution     Oh  you cuss around women     For you don t even know their names  no     And you re dumb enough to think     That ll make you a big old man  oh     Respect yourself  ah yeah     You ought to respect yourself  yeah     If you don t respect yourself     Ain t nobody gonna give a good cahoot     Respect yourself  respect yourself  yeah     Respect yourself  yeah  respect yourself     What s happening to the world  yeah      Nobody respects themselves     You ought to respect your name     You ought to respect yourself  respect yourself     Respect yourself  respect yourself',relaxed
ML1799,'Ted Leo   The Pharmacists','Army Bound','Some modest dreams  they just don t pay out Some modest means don t leave much way out In every cradle there s a grave now In every owner there s a slave now  Heard somewhere that there is a place now Someone who ll catch you on your way down But in every captain there s a kid now In every chaplain there s an id now  So make sure you keep your bunk beds made One day you ll see your bunker walls degrade And in every garden there s a snake now In every pardon there s mistake now  When you fall on the ground Not a sound  army bound When you re all no account No amount  army bound  When your vests or your gowns Hand me downs  army bound When what s next looks unsound Shaky ground  army bound  Working hard for a round To the crown  army bound While you march from your town To renown  army bound',sad
ML1800,'Cat Power','He War','I never meant to be the needle that broke your back     You were here  you were here  and you were here     Don t look back     He war he war     He will kill for you     He war he war     He will kill for you     From who you can     You know you can     Hey hey heeeyyy           I m not that hot new chick     And if you won t let me run with it     We re on to your same old trick     Get up and run away with it     Hey hey hey     He war he war     He will kill for you     Hey hey hey     He war he war     He will kill for you     Hey hey hey     From who you can     Hey hey hey     You know you can     Hey hey hey     He war he war     He will kill for you     Hey hey hey     He war he war     He will kill for you     Hey hey hey     From who you can     Hey hey hey     You know you can',angry
ML1801,'Jack Jones','Love Boat Theme','Love  exciting and new Come aboard  were expecting you Love  lifes sweetest reward Let it flow  it floats back to you  Love Boat soon will be making another run The Love Boat promises something for everyone Set a course for adventure Your mind on a new romance  Love wont hurt anymore It s an open smile on a friendly shore Yes love    Its love     Love Boat soon will be making another run The Love Boat promises something for everyone Set a course for adventure Your mind on a new romance  Love wont hurt anymore It s an open smile on a friendly shore Its love    Its love    Its love    It s the Love Boat It s the Love Boat',happy
